,MoDaHr,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy,SourceEnergy
,Fuel=,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,Elec,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,NatGas,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane,Propane
,CZ=,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,80302,4.500117484,4.500117484,4.500117484,4.500117484,4.500117484,4.314532409,4.291398384,4.314532409,4.314532409,4.314532409,4.500117484,4.500117484,4.500117484,4.314532409,4.314532409,4.314532409,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80303,4.541730532,4.541730532,4.541730532,4.541730532,4.541730532,4.415567198,4.391891437,4.415567198,4.415567198,4.415567198,4.541730532,4.541730532,4.541730532,4.415567198,4.415567198,4.415567198,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80304,4.565340241,4.565340241,4.565340241,4.565340241,4.565340241,4.485160436,4.461111524,4.485160436,4.485160436,4.485160436,4.565340241,4.565340241,4.565340241,4.485160436,4.485160436,4.485160436,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80305,4.568535597,4.568535597,4.568535597,4.568535597,4.568535597,4.506586461,4.482422664,4.506586461,4.506586461,4.506586461,4.568535597,4.568535597,4.568535597,4.506586461,4.506586461,4.506586461,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80306,4.56960632,4.56960632,4.56960632,4.56960632,4.56960632,4.513959628,4.489756298,4.513959628,4.513959628,4.513959628,4.56960632,4.56960632,4.56960632,4.513959628,4.513959628,4.513959628,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80307,3.867550676,3.867550676,3.867550676,3.867550676,3.867550676,2.937368336,2.921618506,2.937368336,2.937368336,2.937368336,3.867550676,3.867550676,3.867550676,2.937368336,2.937368336,2.937368336,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80308,0.90855712,0.90855712,0.90855712,0.90855712,0.90855712,0.847273862,0.845034813,0.847273862,0.847273862,0.847273862,0.90855712,0.90855712,0.90855712,0.847273862,0.847273862,0.847273862,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80309,0.19272236,0.19272236,0.19272236,0.19272236,0.19272236,0.223040319,0.222450901,0.223040319,0.223040319,0.223040319,0.19272236,0.19272236,0.19272236,0.223040319,0.223040319,0.223040319,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80310,0,0,0,0,0,0.04187133,0.041760679,0.04187133,0.04187133,0.04187133,0,0,0,0.04187133,0.04187133,0.04187133,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80311,0,0,0,0,0,0.038573222,0.038471287,0.038573222,0.038573222,0.038573222,0,0,0,0.038573222,0.038573222,0.038573222,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80312,0,0,0,0,0,0.045207019,0.045087552,0.045207019,0.045207019,0.045207019,0,0,0,0.045207019,0.045207019,0.045207019,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80313,0,0,0,0,0,0.046304518,0.046182151,0.046304518,0.046304518,0.046304518,0,0,0,0.046304518,0.046304518,0.046304518,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80314,0,0,0,0,0,0.04358582,0.043441687,0.04358582,0.04358582,0.04358582,0,0,0,0.04358582,0.04358582,0.04358582,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80315,0,0,0,0,0,0.046744932,0.046590352,0.046744932,0.046744932,0.046744932,0,0,0,0.046744932,0.046744932,0.046744932,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80316,0.129719942,0.129719942,0.129719942,0.129719942,0.129719942,0.25987039,0.259011034,0.25987039,0.25987039,0.25987039,0.129719942,0.129719942,0.129719942,0.25987039,0.25987039,0.25987039,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80317,1.018406628,1.018406628,1.018406628,1.018406628,1.018406628,1.415248448,1.410568415,1.415248448,1.415248448,1.415248448,1.018406628,1.018406628,1.018406628,1.415248448,1.415248448,1.415248448,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80318,3.154271811,3.154271811,3.154271811,3.154271811,3.154271811,4.545635965,4.530604168,4.545635965,4.545635965,4.545635965,3.154271811,3.154271811,3.154271811,4.545635965,4.545635965,4.545635965,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80319,4.887151185,4.887151185,4.887151185,4.887151185,4.887151185,5.090010051,5.073178083,5.090010051,5.090010051,5.090010051,4.887151185,4.887151185,4.887151185,5.090010051,5.090010051,5.090010051,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80320,4.732608139,4.732608139,4.732608139,4.732608139,4.732608139,4.997306781,4.984100646,4.997306781,4.997306781,4.997306781,4.732608139,4.732608139,4.732608139,4.997306781,4.997306781,4.997306781,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80321,4.729930574,4.729930574,4.729930574,4.729930574,4.729930574,4.850019674,4.837202768,4.850019674,4.850019674,4.850019674,4.729930574,4.729930574,4.729930574,4.850019674,4.850019674,4.850019674,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80322,4.632274773,4.632274773,4.632274773,4.632274773,4.632274773,4.753506638,4.728018884,4.753506638,4.753506638,4.753506638,4.632274773,4.632274773,4.632274773,4.753506638,4.753506638,4.753506638,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80323,4.614757386,4.614757386,4.614757386,4.614757386,4.614757386,4.661915186,4.636918535,4.661915186,4.661915186,4.661915186,4.614757386,4.614757386,4.614757386,4.661915186,4.661915186,4.661915186,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80324,4.565959946,4.565959946,4.565959946,4.565959946,4.565959946,4.593945326,4.569313122,4.593945326,4.593945326,4.593945326,4.565959946,4.565959946,4.565959946,4.593945326,4.593945326,4.593945326,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80401,4.739685853,4.739685853,4.739685853,4.739685853,4.739685853,4.698076643,4.672886098,4.698076643,4.698076643,4.698076643,4.739685853,4.739685853,4.739685853,4.698076643,4.698076643,4.698076643,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80402,4.73968403,4.73968403,4.73968403,4.73968403,4.73968403,4.675565845,4.650496001,4.675565845,4.675565845,4.675565845,4.73968403,4.73968403,4.73968403,4.675565845,4.675565845,4.675565845,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80403,4.73896381,4.73896381,4.73896381,4.73896381,4.73896381,4.674956523,4.649889946,4.674956523,4.674956523,4.674956523,4.73896381,4.73896381,4.73896381,4.674956523,4.674956523,4.674956523,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80404,4.740568258,4.740568258,4.740568258,4.740568258,4.740568258,4.675049949,4.64998287,4.675049949,4.675049949,4.675049949,4.740568258,4.740568258,4.740568258,4.675049949,4.675049949,4.675049949,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80405,4.742252373,4.742252373,4.742252373,4.742252373,4.742252373,4.678804061,4.653716853,4.678804061,4.678804061,4.678804061,4.742252373,4.742252373,4.742252373,4.678804061,4.678804061,4.678804061,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80406,4.743351904,4.743351904,4.743351904,4.743351904,4.743351904,4.725218243,4.699882169,4.725218243,4.725218243,4.725218243,4.743351904,4.743351904,4.743351904,4.725218243,4.725218243,4.725218243,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80407,4.585323585,4.585323585,4.585323585,4.585323585,4.585323585,4.525263292,4.500999353,4.525263292,4.525263292,4.525263292,4.585323585,4.585323585,4.585323585,4.525263292,4.525263292,4.525263292,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80408,1.882023056,1.882023056,1.882023056,1.882023056,1.882023056,2.68510594,2.678010144,2.68510594,2.68510594,2.68510594,1.882023056,1.882023056,1.882023056,2.68510594,2.68510594,2.68510594,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80409,0.571997283,0.571997283,0.571997283,0.571997283,0.571997283,0.932215927,0.929752406,0.932215927,0.932215927,0.932215927,0.571997283,0.571997283,0.571997283,0.932215927,0.932215927,0.932215927,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80410,0.311880079,0.311880079,0.311880079,0.311880079,0.311880079,0.61558877,0.613961984,0.61558877,0.61558877,0.61558877,0.311880079,0.311880079,0.311880079,0.61558877,0.61558877,0.61558877,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80411,0.250240669,0.250240669,0.250240669,0.250240669,0.250240669,0.577639062,0.576112564,0.577639062,0.577639062,0.577639062,0.250240669,0.250240669,0.250240669,0.577639062,0.577639062,0.577639062,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80412,0.253007068,0.253007068,0.253007068,0.253007068,0.253007068,0.574305876,0.572788186,0.574305876,0.574305876,0.574305876,0.253007068,0.253007068,0.253007068,0.574305876,0.574305876,0.574305876,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80413,0.261282038,0.261282038,0.261282038,0.261282038,0.261282038,0.569013574,0.56750987,0.569013574,0.569013574,0.569013574,0.261282038,0.261282038,0.261282038,0.569013574,0.569013574,0.569013574,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80414,0.275638844,0.275638844,0.275638844,0.275638844,0.275638844,0.572195281,0.570303109,0.572195281,0.572195281,0.572195281,0.275638844,0.275638844,0.275638844,0.572195281,0.572195281,0.572195281,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80415,0.278112731,0.278112731,0.278112731,0.278112731,0.278112731,0.568867424,0.566986257,0.568867424,0.568867424,0.568867424,0.278112731,0.278112731,0.278112731,0.568867424,0.568867424,0.568867424,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80416,0.623877812,0.623877812,0.623877812,0.623877812,0.623877812,0.944642299,0.941518496,0.944642299,0.944642299,0.944642299,0.623877812,0.623877812,0.623877812,0.944642299,0.944642299,0.944642299,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80417,2.149334489,2.149334489,2.149334489,2.149334489,2.149334489,3.177139341,3.166632975,3.177139341,3.177139341,3.177139341,2.149334489,2.149334489,2.149334489,3.177139341,3.177139341,3.177139341,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80418,3.904485732,3.904485732,3.904485732,3.904485732,3.904485732,5.226035488,5.208753702,5.226035488,5.226035488,5.226035488,3.904485732,3.904485732,3.904485732,5.226035488,5.226035488,5.226035488,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80419,5.378641871,5.378641871,5.378641871,5.378641871,5.378641871,5.693255625,5.674428806,5.693255625,5.693255625,5.693255625,5.378641871,5.378641871,5.378641871,5.693255625,5.693255625,5.693255625,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80420,5.199352753,5.199352753,5.199352753,5.199352753,5.199352753,5.643961602,5.629046585,5.643961602,5.643961602,5.643961602,5.199352753,5.199352753,5.199352753,5.643961602,5.643961602,5.643961602,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80421,5.193458875,5.193458875,5.193458875,5.193458875,5.193458875,5.484718573,5.47022438,5.484718573,5.484718573,5.484718573,5.193458875,5.193458875,5.193458875,5.484718573,5.484718573,5.484718573,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,80422,4.837865548,4.837865548,4.837865548,4.837865548,4.837865548,5.058757067,5.031632596,5.058757067,5.058757067,5.058757067,4.837865548,4.837865548,4.837865548,5.058757067,5.058757067,5.058757067,93.13284291,93.13284291,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,91.8231482,91.8231482,93.13284291,93.13284291,93.13284291,91.8231482,91.8231482,91.8231482,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
